
U(x, u) = x^2 + u^2

+-------+------------+-------------+---------------+-------------+
|   x   |   Пикар    | Явный Эйлер | Неявный Эйлер | Рунге-Кутта |
| 0.789 | 1.6714e-01 |  1.6711e-01 |   1.6711e-01  |  1.6714e-01 |
| 0.790 | 1.6721e-01 |  1.6717e-01 |   1.6718e-01  |  1.6721e-01 |
| 0.790 | 1.6727e-01 |  1.6724e-01 |   1.6724e-01  |  1.6727e-01 |
| 0.790 | 1.6734e-01 |  1.6730e-01 |   1.6731e-01  |  1.6734e-01 |
| 0.790 | 1.6740e-01 |  1.6737e-01 |   1.6737e-01  |  1.6740e-01 |
| 0.790 | 1.6747e-01 |  1.6743e-01 |   1.6744e-01  |  1.6747e-01 |
| 0.790 | 1.6753e-01 |  1.6750e-01 |   1.6750e-01  |  1.6753e-01 |
| 0.790 | 1.6760e-01 |  1.6756e-01 |   1.6757e-01  |  1.6760e-01 |
| 0.790 | 1.6766e-01 |  1.6763e-01 |   1.6763e-01  |  1.6766e-01 |
| 0.790 | 1.6773e-01 |  1.6770e-01 |   1.6770e-01  |  1.6773e-01 |
| 0.790 | 1.6779e-01 |  1.6776e-01 |   1.6776e-01  |  1.6779e-01 |
| 0.791 | 1.6786e-01 |  1.6783e-01 |   1.6783e-01  |  1.6786e-01 |
| 0.791 | 1.6793e-01 |  1.6789e-01 |   1.6789e-01  |  1.6793e-01 |
| 0.791 | 1.6799e-01 |  1.6796e-01 |   1.6796e-01  |  1.6799e-01 |
| 0.791 | 1.6806e-01 |  1.6802e-01 |   1.6802e-01  |  1.6806e-01 |
| 0.791 | 1.6812e-01 |  1.6809e-01 |   1.6809e-01  |  1.6812e-01 |
| 0.791 | 1.6819e-01 |  1.6815e-01 |   1.6816e-01  |  1.6819e-01 |
| 0.791 | 1.6825e-01 |  1.6822e-01 |   1.6822e-01  |  1.6825e-01 |
| 0.791 | 1.6832e-01 |  1.6828e-01 |   1.6829e-01  |  1.6832e-01 |
| 0.791 | 1.6838e-01 |  1.6835e-01 |   1.6835e-01  |  1.6838e-01 |
| 0.791 | 1.6845e-01 |  1.6841e-01 |   1.6842e-01  |  1.6845e-01 |
| 0.792 | 1.6851e-01 |  1.6848e-01 |   1.6848e-01  |  1.6851e-01 |
| 0.792 | 1.6858e-01 |  1.6855e-01 |   1.6855e-01  |  1.6858e-01 |
| 0.792 | 1.6865e-01 |  1.6861e-01 |   1.6861e-01  |  1.6865e-01 |
| 0.792 | 1.6871e-01 |  1.6868e-01 |   1.6868e-01  |  1.6871e-01 |
| 0.792 | 1.6878e-01 |  1.6874e-01 |   1.6874e-01  |  1.6878e-01 |
| 0.792 | 1.6884e-01 |  1.6881e-01 |   1.6881e-01  |  1.6884e-01 |
| 0.792 | 1.6891e-01 |  1.6887e-01 |   1.6888e-01  |  1.6891e-01 |
| 0.792 | 1.6897e-01 |  1.6894e-01 |   1.6894e-01  |  1.6897e-01 |
| 0.792 | 1.6904e-01 |  1.6900e-01 |   1.6901e-01  |  1.6904e-01 |
| 0.792 | 1.6910e-01 |  1.6907e-01 |   1.6907e-01  |  1.6910e-01 |
| 0.793 | 1.6917e-01 |  1.6914e-01 |   1.6914e-01  |  1.6917e-01 |
| 0.793 | 1.6924e-01 |  1.6920e-01 |   1.6920e-01  |  1.6924e-01 |
| 0.793 | 1.6930e-01 |  1.6927e-01 |   1.6927e-01  |  1.6930e-01 |
| 0.793 | 1.6937e-01 |  1.6933e-01 |   1.6934e-01  |  1.6937e-01 |
| 0.793 | 1.6943e-01 |  1.6940e-01 |   1.6940e-01  |  1.6943e-01 |
| 0.793 | 1.6950e-01 |  1.6946e-01 |   1.6947e-01  |  1.6950e-01 |
| 0.793 | 1.6956e-01 |  1.6953e-01 |   1.6953e-01  |  1.6956e-01 |
| 0.793 | 1.6963e-01 |  1.6960e-01 |   1.6960e-01  |  1.6963e-01 |
| 0.793 | 1.6970e-01 |  1.6966e-01 |   1.6966e-01  |  1.6970e-01 |
| 0.793 | 1.6976e-01 |  1.6973e-01 |   1.6973e-01  |  1.6976e-01 |
| 0.794 | 1.6983e-01 |  1.6979e-01 |   1.6980e-01  |  1.6983e-01 |
| 0.794 | 1.6989e-01 |  1.6986e-01 |   1.6986e-01  |  1.6989e-01 |
| 0.794 | 1.6996e-01 |  1.6993e-01 |   1.6993e-01  |  1.6996e-01 |
| 0.794 | 1.7003e-01 |  1.6999e-01 |   1.6999e-01  |  1.7003e-01 |
| 0.794 | 1.7009e-01 |  1.7006e-01 |   1.7006e-01  |  1.7009e-01 |
| 0.794 | 1.7016e-01 |  1.7012e-01 |   1.7013e-01  |  1.7016e-01 |
| 0.794 | 1.7022e-01 |  1.7019e-01 |   1.7019e-01  |  1.7022e-01 |
| 0.794 | 1.7029e-01 |  1.7025e-01 |   1.7026e-01  |  1.7029e-01 |
| 0.794 | 1.7036e-01 |  1.7032e-01 |   1.7032e-01  |  1.7036e-01 |
| 0.794 | 1.7042e-01 |  1.7039e-01 |   1.7039e-01  |  1.7042e-01 |
| 0.795 | 1.7049e-01 |  1.7045e-01 |   1.7046e-01  |  1.7049e-01 |
| 0.795 | 1.7055e-01 |  1.7052e-01 |   1.7052e-01  |  1.7055e-01 |
| 0.795 | 1.7062e-01 |  1.7058e-01 |   1.7059e-01  |  1.7062e-01 |
| 0.795 | 1.7069e-01 |  1.7065e-01 |   1.7065e-01  |  1.7069e-01 |
| 0.795 | 1.7075e-01 |  1.7072e-01 |   1.7072e-01  |  1.7075e-01 |
| 0.795 | 1.7082e-01 |  1.7078e-01 |   1.7079e-01  |  1.7082e-01 |
| 0.795 | 1.7088e-01 |  1.7085e-01 |   1.7085e-01  |  1.7088e-01 |
| 0.795 | 1.7095e-01 |  1.7092e-01 |   1.7092e-01  |  1.7095e-01 |
| 0.795 | 1.7102e-01 |  1.7098e-01 |   1.7098e-01  |  1.7102e-01 |
| 0.795 | 1.7108e-01 |  1.7105e-01 |   1.7105e-01  |  1.7108e-01 |
| 0.796 | 1.7115e-01 |  1.7111e-01 |   1.7112e-01  |  1.7115e-01 |
| 0.796 | 1.7121e-01 |  1.7118e-01 |   1.7118e-01  |  1.7121e-01 |
| 0.796 | 1.7128e-01 |  1.7125e-01 |   1.7125e-01  |  1.7128e-01 |
| 0.796 | 1.7135e-01 |  1.7131e-01 |   1.7132e-01  |  1.7135e-01 |
| 0.796 | 1.7141e-01 |  1.7138e-01 |   1.7138e-01  |  1.7141e-01 |
| 0.796 | 1.7148e-01 |  1.7145e-01 |   1.7145e-01  |  1.7148e-01 |
| 0.796 | 1.7155e-01 |  1.7151e-01 |   1.7151e-01  |  1.7155e-01 |
| 0.796 | 1.7161e-01 |  1.7158e-01 |   1.7158e-01  |  1.7161e-01 |
| 0.796 | 1.7168e-01 |  1.7164e-01 |   1.7165e-01  |  1.7168e-01 |
| 0.796 | 1.7175e-01 |  1.7171e-01 |   1.7171e-01  |  1.7175e-01 |
| 0.797 | 1.7181e-01 |  1.7178e-01 |   1.7178e-01  |  1.7181e-01 |
| 0.797 | 1.7188e-01 |  1.7184e-01 |   1.7185e-01  |  1.7188e-01 |
| 0.797 | 1.7194e-01 |  1.7191e-01 |   1.7191e-01  |  1.7194e-01 |
| 0.797 | 1.7201e-01 |  1.7198e-01 |   1.7198e-01  |  1.7201e-01 |
| 0.797 | 1.7208e-01 |  1.7204e-01 |   1.7205e-01  |  1.7208e-01 |
| 0.797 | 1.7214e-01 |  1.7211e-01 |   1.7211e-01  |  1.7214e-01 |
| 0.797 | 1.7221e-01 |  1.7218e-01 |   1.7218e-01  |  1.7221e-01 |
| 0.797 | 1.7228e-01 |  1.7224e-01 |   1.7225e-01  |  1.7228e-01 |
| 0.797 | 1.7234e-01 |  1.7231e-01 |   1.7231e-01  |  1.7234e-01 |
| 0.797 | 1.7241e-01 |  1.7238e-01 |   1.7238e-01  |  1.7241e-01 |
| 0.798 | 1.7248e-01 |  1.7244e-01 |   1.7245e-01  |  1.7248e-01 |
| 0.798 | 1.7254e-01 |  1.7251e-01 |   1.7251e-01  |  1.7254e-01 |
| 0.798 | 1.7261e-01 |  1.7258e-01 |   1.7258e-01  |  1.7261e-01 |
| 0.798 | 1.7268e-01 |  1.7264e-01 |   1.7264e-01  |  1.7268e-01 |
| 0.798 | 1.7274e-01 |  1.7271e-01 |   1.7271e-01  |  1.7274e-01 |
| 0.798 | 1.7281e-01 |  1.7278e-01 |   1.7278e-01  |  1.7281e-01 |
| 0.798 | 1.7288e-01 |  1.7284e-01 |   1.7284e-01  |  1.7288e-01 |
| 0.798 | 1.7294e-01 |  1.7291e-01 |   1.7291e-01  |  1.7294e-01 |
| 0.798 | 1.7301e-01 |  1.7298e-01 |   1.7298e-01  |  1.7301e-01 |
| 0.798 | 1.7308e-01 |  1.7304e-01 |   1.7305e-01  |  1.7308e-01 |
| 0.799 | 1.7314e-01 |  1.7311e-01 |   1.7311e-01  |  1.7314e-01 |
| 0.799 | 1.7321e-01 |  1.7318e-01 |   1.7318e-01  |  1.7321e-01 |
| 0.799 | 1.7328e-01 |  1.7324e-01 |   1.7325e-01  |  1.7328e-01 |
| 0.799 | 1.7334e-01 |  1.7331e-01 |   1.7331e-01  |  1.7334e-01 |
| 0.799 | 1.7341e-01 |  1.7338e-01 |   1.7338e-01  |  1.7341e-01 |
| 0.799 | 1.7348e-01 |  1.7344e-01 |   1.7345e-01  |  1.7348e-01 |
| 0.799 | 1.7354e-01 |  1.7351e-01 |   1.7351e-01  |  1.7354e-01 |
| 0.799 | 1.7361e-01 |  1.7358e-01 |   1.7358e-01  |  1.7361e-01 |
| 0.799 | 1.7368e-01 |  1.7364e-01 |   1.7365e-01  |  1.7368e-01 |
| 0.799 | 1.7375e-01 |  1.7371e-01 |   1.7371e-01  |  1.7375e-01 |
| 0.800 | 1.7381e-01 |  1.7378e-01 |   1.7378e-01  |  1.7381e-01 |
| 0.800 | 1.7388e-01 |  1.7384e-01 |   1.7385e-01  |  1.7388e-01 |
| 0.800 | 1.7395e-01 |  1.7391e-01 |   1.7391e-01  |  1.7395e-01 |
| 0.800 | 1.7401e-01 |  1.7398e-01 |   1.7398e-01  |  1.7401e-01 |
| 0.800 | 1.7408e-01 |  1.7405e-01 |   1.7405e-01  |  1.7408e-01 |
| 0.800 | 1.7415e-01 |  1.7411e-01 |   1.7412e-01  |  1.7415e-01 |
| 0.800 | 1.7421e-01 |  1.7418e-01 |   1.7418e-01  |  1.7421e-01 |
| 0.800 | 1.7428e-01 |  1.7425e-01 |   1.7425e-01  |  1.7428e-01 |
| 0.800 | 1.7435e-01 |  1.7431e-01 |   1.7432e-01  |  1.7435e-01 |
| 0.800 | 1.7442e-01 |  1.7438e-01 |   1.7438e-01  |  1.7442e-01 |
| 0.801 | 1.7448e-01 |  1.7445e-01 |   1.7445e-01  |  1.7448e-01 |
| 0.801 | 1.7455e-01 |  1.7451e-01 |   1.7452e-01  |  1.7455e-01 |
| 0.801 | 1.7462e-01 |  1.7458e-01 |   1.7459e-01  |  1.7462e-01 |
| 0.801 | 1.7468e-01 |  1.7465e-01 |   1.7465e-01  |  1.7468e-01 |
| 0.801 | 1.7475e-01 |  1.7472e-01 |   1.7472e-01  |  1.7475e-01 |
| 0.801 | 1.7482e-01 |  1.7478e-01 |   1.7479e-01  |  1.7482e-01 |
| 0.801 | 1.7489e-01 |  1.7485e-01 |   1.7485e-01  |  1.7489e-01 |
| 0.801 | 1.7495e-01 |  1.7492e-01 |   1.7492e-01  |  1.7495e-01 |
| 0.801 | 1.7502e-01 |  1.7499e-01 |   1.7499e-01  |  1.7502e-01 |
| 0.801 | 1.7509e-01 |  1.7505e-01 |   1.7506e-01  |  1.7509e-01 |
| 0.802 | 1.7516e-01 |  1.7512e-01 |   1.7512e-01  |  1.7516e-01 |
| 0.802 | 1.7522e-01 |  1.7519e-01 |   1.7519e-01  |  1.7522e-01 |
| 0.802 | 1.7529e-01 |  1.7525e-01 |   1.7526e-01  |  1.7529e-01 |
| 0.802 | 1.7536e-01 |  1.7532e-01 |   1.7533e-01  |  1.7536e-01 |
| 0.802 | 1.7542e-01 |  1.7539e-01 |   1.7539e-01  |  1.7542e-01 |
| 0.802 | 1.7549e-01 |  1.7546e-01 |   1.7546e-01  |  1.7549e-01 |
| 0.802 | 1.7556e-01 |  1.7552e-01 |   1.7553e-01  |  1.7556e-01 |
| 0.802 | 1.7563e-01 |  1.7559e-01 |   1.7559e-01  |  1.7563e-01 |
| 0.802 | 1.7569e-01 |  1.7566e-01 |   1.7566e-01  |  1.7569e-01 |
| 0.802 | 1.7576e-01 |  1.7573e-01 |   1.7573e-01  |  1.7576e-01 |
| 0.803 | 1.7583e-01 |  1.7579e-01 |   1.7580e-01  |  1.7583e-01 |
| 0.803 | 1.7590e-01 |  1.7586e-01 |   1.7586e-01  |  1.7590e-01 |
| 0.803 | 1.7596e-01 |  1.7593e-01 |   1.7593e-01  |  1.7596e-01 |
| 0.803 | 1.7603e-01 |  1.7600e-01 |   1.7600e-01  |  1.7603e-01 |
| 0.803 | 1.7610e-01 |  1.7606e-01 |   1.7607e-01  |  1.7610e-01 |
| 0.803 | 1.7617e-01 |  1.7613e-01 |   1.7613e-01  |  1.7617e-01 |
| 0.803 | 1.7623e-01 |  1.7620e-01 |   1.7620e-01  |  1.7623e-01 |
| 0.803 | 1.7630e-01 |  1.7627e-01 |   1.7627e-01  |  1.7630e-01 |
| 0.803 | 1.7637e-01 |  1.7633e-01 |   1.7634e-01  |  1.7637e-01 |
| 0.803 | 1.7644e-01 |  1.7640e-01 |   1.7641e-01  |  1.7644e-01 |
| 0.804 | 1.7651e-01 |  1.7647e-01 |   1.7647e-01  |  1.7651e-01 |
| 0.804 | 1.7657e-01 |  1.7654e-01 |   1.7654e-01  |  1.7657e-01 |
| 0.804 | 1.7664e-01 |  1.7661e-01 |   1.7661e-01  |  1.7664e-01 |
| 0.804 | 1.7671e-01 |  1.7667e-01 |   1.7668e-01  |  1.7671e-01 |
| 0.804 | 1.7678e-01 |  1.7674e-01 |   1.7674e-01  |  1.7678e-01 |
| 0.804 | 1.7684e-01 |  1.7681e-01 |   1.7681e-01  |  1.7684e-01 |
| 0.804 | 1.7691e-01 |  1.7688e-01 |   1.7688e-01  |  1.7691e-01 |
| 0.804 | 1.7698e-01 |  1.7694e-01 |   1.7695e-01  |  1.7698e-01 |
| 0.804 | 1.7705e-01 |  1.7701e-01 |   1.7702e-01  |  1.7705e-01 |
| 0.804 | 1.7712e-01 |  1.7708e-01 |   1.7708e-01  |  1.7712e-01 |
| 0.805 | 1.7718e-01 |  1.7715e-01 |   1.7715e-01  |  1.7718e-01 |
| 0.805 | 1.7725e-01 |  1.7722e-01 |   1.7722e-01  |  1.7725e-01 |
| 0.805 | 1.7732e-01 |  1.7728e-01 |   1.7729e-01  |  1.7732e-01 |
| 0.805 | 1.7739e-01 |  1.7735e-01 |   1.7735e-01  |  1.7739e-01 |
| 0.805 | 1.7745e-01 |  1.7742e-01 |   1.7742e-01  |  1.7745e-01 |
| 0.805 | 1.7752e-01 |  1.7749e-01 |   1.7749e-01  |  1.7752e-01 |
| 0.805 | 1.7759e-01 |  1.7756e-01 |   1.7756e-01  |  1.7759e-01 |
| 0.805 | 1.7766e-01 |  1.7762e-01 |   1.7763e-01  |  1.7766e-01 |
| 0.805 | 1.7773e-01 |  1.7769e-01 |   1.7769e-01  |  1.7773e-01 |
| 0.805 | 1.7779e-01 |  1.7776e-01 |   1.7776e-01  |  1.7779e-01 |
| 0.806 | 1.7786e-01 |  1.7783e-01 |   1.7783e-01  |  1.7786e-01 |
| 0.806 | 1.7793e-01 |  1.7790e-01 |   1.7790e-01  |  1.7793e-01 |
| 0.806 | 1.7800e-01 |  1.7796e-01 |   1.7797e-01  |  1.7800e-01 |
| 0.806 | 1.7807e-01 |  1.7803e-01 |   1.7803e-01  |  1.7807e-01 |
| 0.806 | 1.7814e-01 |  1.7810e-01 |   1.7810e-01  |  1.7814e-01 |
| 0.806 | 1.7820e-01 |  1.7817e-01 |   1.7817e-01  |  1.7820e-01 |
| 0.806 | 1.7827e-01 |  1.7824e-01 |   1.7824e-01  |  1.7827e-01 |
| 0.806 | 1.7834e-01 |  1.7830e-01 |   1.7831e-01  |  1.7834e-01 |
| 0.806 | 1.7841e-01 |  1.7837e-01 |   1.7838e-01  |  1.7841e-01 |
| 0.806 | 1.7848e-01 |  1.7844e-01 |   1.7844e-01  |  1.7848e-01 |
| 0.807 | 1.7854e-01 |  1.7851e-01 |   1.7851e-01  |  1.7854e-01 |
| 0.807 | 1.7861e-01 |  1.7858e-01 |   1.7858e-01  |  1.7861e-01 |
| 0.807 | 1.7868e-01 |  1.7865e-01 |   1.7865e-01  |  1.7868e-01 |
| 0.807 | 1.7875e-01 |  1.7871e-01 |   1.7872e-01  |  1.7875e-01 |
| 0.807 | 1.7882e-01 |  1.7878e-01 |   1.7878e-01  |  1.7882e-01 |
| 0.807 | 1.7889e-01 |  1.7885e-01 |   1.7885e-01  |  1.7889e-01 |
| 0.807 | 1.7895e-01 |  1.7892e-01 |   1.7892e-01  |  1.7895e-01 |
| 0.807 | 1.7902e-01 |  1.7899e-01 |   1.7899e-01  |  1.7902e-01 |
| 0.807 | 1.7909e-01 |  1.7906e-01 |   1.7906e-01  |  1.7909e-01 |
| 0.807 | 1.7916e-01 |  1.7912e-01 |   1.7913e-01  |  1.7916e-01 |
| 0.808 | 1.7923e-01 |  1.7919e-01 |   1.7920e-01  |  1.7923e-01 |
| 0.808 | 1.7930e-01 |  1.7926e-01 |   1.7926e-01  |  1.7930e-01 |
| 0.808 | 1.7936e-01 |  1.7933e-01 |   1.7933e-01  |  1.7936e-01 |
| 0.808 | 1.7943e-01 |  1.7940e-01 |   1.7940e-01  |  1.7943e-01 |
| 0.808 | 1.7950e-01 |  1.7947e-01 |   1.7947e-01  |  1.7950e-01 |
| 0.808 | 1.7957e-01 |  1.7953e-01 |   1.7954e-01  |  1.7957e-01 |
| 0.808 | 1.7964e-01 |  1.7960e-01 |   1.7961e-01  |  1.7964e-01 |
| 0.808 | 1.7971e-01 |  1.7967e-01 |   1.7967e-01  |  1.7971e-01 |
| 0.808 | 1.7978e-01 |  1.7974e-01 |   1.7974e-01  |  1.7978e-01 |
| 0.808 | 1.7984e-01 |  1.7981e-01 |   1.7981e-01  |  1.7984e-01 |
| 0.809 | 1.7991e-01 |  1.7988e-01 |   1.7988e-01  |  1.7991e-01 |
| 0.809 | 1.7998e-01 |  1.7995e-01 |   1.7995e-01  |  1.7998e-01 |
| 0.809 | 1.8005e-01 |  1.8001e-01 |   1.8002e-01  |  1.8005e-01 |
| 0.809 | 1.8012e-01 |  1.8008e-01 |   1.8009e-01  |  1.8012e-01 |
| 0.809 | 1.8019e-01 |  1.8015e-01 |   1.8016e-01  |  1.8019e-01 |
| 0.809 | 1.8026e-01 |  1.8022e-01 |   1.8022e-01  |  1.8026e-01 |
| 0.809 | 1.8033e-01 |  1.8029e-01 |   1.8029e-01  |  1.8033e-01 |
| 0.809 | 1.8039e-01 |  1.8036e-01 |   1.8036e-01  |  1.8039e-01 |
| 0.809 | 1.8046e-01 |  1.8043e-01 |   1.8043e-01  |  1.8046e-01 |
| 0.809 | 1.8053e-01 |  1.8050e-01 |   1.8050e-01  |  1.8053e-01 |
| 0.810 | 1.8060e-01 |  1.8056e-01 |   1.8057e-01  |  1.8060e-01 |
| 0.810 | 1.8067e-01 |  1.8063e-01 |   1.8064e-01  |  1.8067e-01 |
| 0.810 | 1.8074e-01 |  1.8070e-01 |   1.8071e-01  |  1.8074e-01 |
| 0.810 | 1.8081e-01 |  1.8077e-01 |   1.8077e-01  |  1.8081e-01 |
| 0.810 | 1.8088e-01 |  1.8084e-01 |   1.8084e-01  |  1.8088e-01 |
| 0.810 | 1.8094e-01 |  1.8091e-01 |   1.8091e-01  |  1.8094e-01 |
| 0.810 | 1.8101e-01 |  1.8098e-01 |   1.8098e-01  |  1.8101e-01 |
| 0.810 | 1.8108e-01 |  1.8105e-01 |   1.8105e-01  |  1.8108e-01 |
| 0.810 | 1.8115e-01 |  1.8112e-01 |   1.8112e-01  |  1.8115e-01 |
| 0.810 | 1.8122e-01 |  1.8118e-01 |   1.8119e-01  |  1.8122e-01 |
| 0.811 | 1.8129e-01 |  1.8125e-01 |   1.8126e-01  |  1.8129e-01 |
| 0.811 | 1.8136e-01 |  1.8132e-01 |   1.8133e-01  |  1.8136e-01 |
| 0.811 | 1.8143e-01 |  1.8139e-01 |   1.8139e-01  |  1.8143e-01 |
| 0.811 | 1.8150e-01 |  1.8146e-01 |   1.8146e-01  |  1.8150e-01 |
| 0.811 | 1.8157e-01 |  1.8153e-01 |   1.8153e-01  |  1.8157e-01 |
| 0.811 | 1.8163e-01 |  1.8160e-01 |   1.8160e-01  |  1.8163e-01 |
| 0.811 | 1.8170e-01 |  1.8167e-01 |   1.8167e-01  |  1.8170e-01 |
| 0.811 | 1.8177e-01 |  1.8174e-01 |   1.8174e-01  |  1.8177e-01 |
| 0.811 | 1.8184e-01 |  1.8181e-01 |   1.8181e-01  |  1.8184e-01 |
| 0.811 | 1.8191e-01 |  1.8187e-01 |   1.8188e-01  |  1.8191e-01 |
| 0.812 | 1.8198e-01 |  1.8194e-01 |   1.8195e-01  |  1.8198e-01 |
| 0.812 | 1.8205e-01 |  1.8201e-01 |   1.8202e-01  |  1.8205e-01 |
| 0.812 | 1.8212e-01 |  1.8208e-01 |   1.8209e-01  |  1.8212e-01 |
| 0.812 | 1.8219e-01 |  1.8215e-01 |   1.8215e-01  |  1.8219e-01 |
| 0.812 | 1.8226e-01 |  1.8222e-01 |   1.8222e-01  |  1.8226e-01 |
| 0.812 | 1.8233e-01 |  1.8229e-01 |   1.8229e-01  |  1.8233e-01 |
| 0.812 | 1.8240e-01 |  1.8236e-01 |   1.8236e-01  |  1.8240e-01 |
| 0.812 | 1.8246e-01 |  1.8243e-01 |   1.8243e-01  |  1.8246e-01 |
| 0.812 | 1.8253e-01 |  1.8250e-01 |   1.8250e-01  |  1.8253e-01 |
| 0.812 | 1.8260e-01 |  1.8257e-01 |   1.8257e-01  |  1.8260e-01 |
| 0.813 | 1.8267e-01 |  1.8264e-01 |   1.8264e-01  |  1.8267e-01 |
| 0.813 | 1.8274e-01 |  1.8271e-01 |   1.8271e-01  |  1.8274e-01 |
| 0.813 | 1.8281e-01 |  1.8278e-01 |   1.8278e-01  |  1.8281e-01 |
| 0.813 | 1.8288e-01 |  1.8284e-01 |   1.8285e-01  |  1.8288e-01 |
| 0.813 | 1.8295e-01 |  1.8291e-01 |   1.8292e-01  |  1.8295e-01 |
| 0.813 | 1.8302e-01 |  1.8298e-01 |   1.8299e-01  |  1.8302e-01 |
| 0.813 | 1.8309e-01 |  1.8305e-01 |   1.8306e-01  |  1.8309e-01 |
| 0.813 | 1.8316e-01 |  1.8312e-01 |   1.8313e-01  |  1.8316e-01 |
| 0.813 | 1.8323e-01 |  1.8319e-01 |   1.8320e-01  |  1.8323e-01 |
| 0.814 | 1.8330e-01 |  1.8326e-01 |   1.8326e-01  |  1.8330e-01 |
| 0.814 | 1.8337e-01 |  1.8333e-01 |   1.8333e-01  |  1.8337e-01 |
| 0.814 | 1.8344e-01 |  1.8340e-01 |   1.8340e-01  |  1.8344e-01 |
| 0.814 | 1.8351e-01 |  1.8347e-01 |   1.8347e-01  |  1.8351e-01 |
| 0.814 | 1.8358e-01 |  1.8354e-01 |   1.8354e-01  |  1.8358e-01 |
| 0.814 | 1.8365e-01 |  1.8361e-01 |   1.8361e-01  |  1.8365e-01 |
| 0.814 | 1.8372e-01 |  1.8368e-01 |   1.8368e-01  |  1.8372e-01 |
| 0.814 | 1.8379e-01 |  1.8375e-01 |   1.8375e-01  |  1.8379e-01 |
| 0.814 | 1.8385e-01 |  1.8382e-01 |   1.8382e-01  |  1.8385e-01 |
| 0.814 | 1.8392e-01 |  1.8389e-01 |   1.8389e-01  |  1.8392e-01 |
| 0.815 | 1.8399e-01 |  1.8396e-01 |   1.8396e-01  |  1.8399e-01 |
| 0.815 | 1.8406e-01 |  1.8403e-01 |   1.8403e-01  |  1.8406e-01 |
| 0.815 | 1.8413e-01 |  1.8410e-01 |   1.8410e-01  |  1.8413e-01 |
| 0.815 | 1.8420e-01 |  1.8417e-01 |   1.8417e-01  |  1.8420e-01 |
| 0.815 | 1.8427e-01 |  1.8424e-01 |   1.8424e-01  |  1.8427e-01 |
| 0.815 | 1.8434e-01 |  1.8431e-01 |   1.8431e-01  |  1.8434e-01 |
| 0.815 | 1.8441e-01 |  1.8438e-01 |   1.8438e-01  |  1.8441e-01 |
| 0.815 | 1.8448e-01 |  1.8445e-01 |   1.8445e-01  |  1.8448e-01 |
| 0.815 | 1.8455e-01 |  1.8452e-01 |   1.8452e-01  |  1.8455e-01 |
| 0.815 | 1.8462e-01 |  1.8459e-01 |   1.8459e-01  |  1.8462e-01 |
| 0.816 | 1.8469e-01 |  1.8466e-01 |   1.8466e-01  |  1.8469e-01 |
| 0.816 | 1.8476e-01 |  1.8473e-01 |   1.8473e-01  |  1.8476e-01 |
| 0.816 | 1.8483e-01 |  1.8480e-01 |   1.8480e-01  |  1.8483e-01 |
| 0.816 | 1.8490e-01 |  1.8487e-01 |   1.8487e-01  |  1.8490e-01 |
| 0.816 | 1.8497e-01 |  1.8494e-01 |   1.8494e-01  |  1.8497e-01 |
| 0.816 | 1.8504e-01 |  1.8501e-01 |   1.8501e-01  |  1.8504e-01 |
| 0.816 | 1.8511e-01 |  1.8508e-01 |   1.8508e-01  |  1.8511e-01 |
| 0.816 | 1.8518e-01 |  1.8515e-01 |   1.8515e-01  |  1.8518e-01 |
| 0.816 | 1.8525e-01 |  1.8522e-01 |   1.8522e-01  |  1.8525e-01 |
| 0.816 | 1.8532e-01 |  1.8529e-01 |   1.8529e-01  |  1.8532e-01 |
| 0.817 | 1.8539e-01 |  1.8536e-01 |   1.8536e-01  |  1.8539e-01 |
| 0.817 | 1.8546e-01 |  1.8543e-01 |   1.8543e-01  |  1.8546e-01 |
| 0.817 | 1.8553e-01 |  1.8550e-01 |   1.8550e-01  |  1.8553e-01 |
| 0.817 | 1.8560e-01 |  1.8557e-01 |   1.8557e-01  |  1.8560e-01 |
| 0.817 | 1.8567e-01 |  1.8564e-01 |   1.8564e-01  |  1.8567e-01 |
| 0.817 | 1.8574e-01 |  1.8571e-01 |   1.8571e-01  |  1.8574e-01 |
| 0.817 | 1.8581e-01 |  1.8578e-01 |   1.8578e-01  |  1.8581e-01 |
| 0.817 | 1.8588e-01 |  1.8585e-01 |   1.8585e-01  |  1.8588e-01 |
| 0.817 | 1.8595e-01 |  1.8592e-01 |   1.8592e-01  |  1.8595e-01 |
| 0.817 | 1.8602e-01 |  1.8599e-01 |   1.8599e-01  |  1.8602e-01 |
| 0.818 | 1.8609e-01 |  1.8606e-01 |   1.8606e-01  |  1.8609e-01 |
| 0.818 | 1.8616e-01 |  1.8613e-01 |   1.8613e-01  |  1.8616e-01 |
| 0.818 | 1.8624e-01 |  1.8620e-01 |   1.8620e-01  |  1.8624e-01 |
| 0.818 | 1.8631e-01 |  1.8627e-01 |   1.8627e-01  |  1.8631e-01 |
| 0.818 | 1.8638e-01 |  1.8634e-01 |   1.8634e-01  |  1.8638e-01 |
| 0.818 | 1.8645e-01 |  1.8641e-01 |   1.8641e-01  |  1.8645e-01 |
| 0.818 | 1.8652e-01 |  1.8648e-01 |   1.8648e-01  |  1.8652e-01 |
| 0.818 | 1.8659e-01 |  1.8655e-01 |   1.8655e-01  |  1.8659e-01 |
| 0.818 | 1.8666e-01 |  1.8662e-01 |   1.8662e-01  |  1.8666e-01 |
| 0.818 | 1.8673e-01 |  1.8669e-01 |   1.8669e-01  |  1.8673e-01 |
